2000.0,10.303
1999.0,10.402
1998.0,10.229
1997.0,10.268
1996.0,10.216
1995.0,10.279
1994.0,10.199
1993.0,10.28
1992.0,10.22
1991.0,10.306
1990.0,10.234
1989.0,10.326
1988.0,10.245
1987.0,10.362
1986.0,10.293
1985.0,10.389
1984.0,10.25
1983.0,10.25
1982.0,10.319
1981.0,10.297
1980.0,10.264
1979.0,10.327
1978.0,10.294
1977.0,10.254
1976.0,10.313
1975.0,10.304
1974.0,10.344
1973.0,10.338
1972.0,10.244
1971.0,10.335
1970.0,10.26
1969.0,10.289
1968.0,10.214
1967.0,10.165
1966.0,10.264
1965.0,10.215
1964.0,10.214
1963.0,10.313
1962.0,10.294
1961.0,10.238
1960.0,10.263
1959.0,10.36
1958.0,10.259
1957.0,10.347
1956.0,10.286
1955.0,10.326
1954.0,10.157
1953.0,10.418
1952.0,10.235
1951.0,10.281
1950.0,10.186
1949.0,10.339
1948.0,10.271
1947.0,10.277
1946.0,10.292
1945.0,10.346
1944.0,10.264
1943.0,10.268
1942.0,10.218
1941.0,10.195
1940.0,10.244
1939.0,10.263
1938.0,10.307
1937.0,10.234
1936.0,10.273
1935.0,10.181
1934.0,10.263
1933.0,10.247
1932.0,10.187
1931.0,10.16
1930.0,10.219
1929.0,10.214
1928.0,10.296
1927.0,10.254
1926.0,10.201
1925.0,10.266
1924.0,10.244
1923.0,10.224
1922.0,10.255
1921.0,10.202
1920.0,10.261
1919.0,10.292
1918.0,10.178
1917.0,10.187
1916.0,10.171
1915.0,10.3
1914.0,10.304
1913.0,10.262
1912.0,10.194
1911.0,10.325
1910.0,10.252
1909.0,10.169
1908.0,10.271
1907.0,10.263
1906.0,10.137
1905.0,10.191
1904.0,10.244
1903.0,10.188
1902.0,10.36
1901.0,10.179
1900.0,10.285
1899.0,10.302
1898.0,10.239
1897.0,10.189
1896.0,10.248
1895.0,10.156
1894.0,10.188
1893.0,10.304
1892.0,10.181
1891.0,10.231
1890.0,10.14
1889.0,10.163
1888.0,10.137
1887.0,10.258
1886.0,10.295
1885.0,10.228
1884.0,10.273
1883.0,10.228
1882.0,10.235
1881.0,10.109
1880.0,10.07
1879.0,10.088
1878.0,10.239
1877.0,10.237
1876.0,10.15
1875.0,10.117
1874.0,10.23
1873.0,10.189
1872.0,10.283
1871.0,10.284
1870.0,10.224
1869.0,10.151
1868.0,10.122
1867.0,10.184
1866.0,10.197
1865.0,10.164
1864.0,10.105
1863.0,10.23
1862.0,10.217
1861.0,10.135
1860.0,10.253
1859.0,10.207
1858.0,10.181
1857.0,10.167
1856.0,10.096
1855.0,10.256
1854.0,10.25
1853.0,10.178
1852.0,10.116
1851.0,10.202
1850.0,10.122
1849.0,10.201
1848.0,10.144
1847.0,10.194
1846.0,10.216
1845.0,10.104
1844.0,10.245
1843.0,10.139
1842.0,10.234
1841.0,10.252
1840.0,10.066
1839.0,10.172
1838.0,10.214
1837.0,10.202
1836.0,10.169
1835.0,10.213
1834.0,10.122
1833.0,10.113
1832.0,10.187
1831.0,10.097
1830.0,10.137
1829.0,10.161
1828.0,10.144
1827.0,10.243
